"Reference.Code"	"year"	"time.pulled"	"Type"	"Journal"	"authors"	"article"	"original.sample.size"	"mention.outliers"	"final.sample.size"	"number.outliers"	"Basics"	"ANOVA"	"Regression"	"ChiSquare"	"Nonparametric"	"Modeling"	"BayesOther"
"@Brodeur2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Mathieu B. Brodeur, etc."	"The bank of standardized stimuli (BOSS): comparison between French and English norms"	"30"	"No"	"30"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Leveau2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Nicolas Levau, Sandra Jhean-Larose, Guy Denhiere and Ba-Linh Nguyen"	"Validating an interlingual metanorm for emotional analysis of texts"	"51"	"No"	"51"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Leveau2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Nicolas Levau, Sandra Jhean-Larose, Guy Denhiere and Ba-Linh Nguyen"	"Validating an interlingual metanorm for emotional analysis of texts"	"51"	"No"	"51"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Leveau2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Nicolas Levau, Sandra Jhean-Larose, Guy Denhiere and Ba-Linh Nguyen"	"Validating an interlingual metanorm for emotional analysis of texts"	"75"	"No"	"75"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Liu2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Pan Liu and Marc D. Pell"	"Recognizing vocal emotions in Mandarin Chinese: A validated database of Chinese vocal emotional stimuli"	"10"	"No"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Pan Liu and Marc D. Pell"	"Recognizing vocal emotions in Mandarin Chinese: A validated database of Chinese vocal emotional stimuli"	"24"	"No"	"24"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Pan Liu and Marc D. Pell"	"Recognizing vocal emotions in Mandarin Chinese: A validated database of Chinese vocal emotional stimuli"	"4"	"No"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Pan Liu and Marc D. Pell"	"Recognizing vocal emotions in Mandarin Chinese: A validated database of Chinese vocal emotional stimuli"	"4"	"No"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Steenbergen2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Peter Steenbergen, etc."	"A system for inducing concurrent tactile and nociceptive sensations at the same site using electrocutaneous stimulation"	"34"	"Yes"	"29"	"5"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Kusev2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Petko Kusev, Krasimira Tsaneva-Atanasova, Paul van Schaik, and Nick Chater"	"Modeling judgment of sequentially presented categories using weighting and sampling without replacement"	"782"	"No"	"782"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Ferre2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Pilar Ferre, marc Guasch, Cornelia Moldovan, and Rosa Sanchez-Casas"	"Affective norms for 380 Spanish words belonging to three different semantic categories"	"504"	"Yes"	"504"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"
"@Dewhurst2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Richard Dewhurst, etc."	"It depends on how you look at it: Scanpath comparison in multiple dimensions with MultiMatch, a vector-based approach"	"20"	"No"	"20"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Ross2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Sarah Ross and Natalie Allen"	"Examining the convergent validity of shared mental model measures"	"192"	"No"	"192"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Nishimoto2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Takehiko Nishimoto, etc."	"The role of imagery-related properties in picture naming: A newly standardized set of 360 pictures for Japanese"	"1216"	"No"	"1216"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Sathyan2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Thuraiappah Sathyan, Richard Shuttleworth, Mark Hedley and Keith Davids"	"Validity and reliability of a radio positioning system for tracking athletes in indoor and outdoor team sports"	"10"	"No"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Kuperman2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Victor Kuperman, Hans Stadthagen-Gonzalez and Marc Brysbaert"	"Age-of-acquisition ratings for 30,000 English words"	"1960"	"Yes"	"1729"	"231"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Xiao2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Wen Xiao and Rebecca Treiman"	"Iconicity of simple Chinese characters"	"40"	"No"	"40"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Bestgen2012"	"2012"	"2012"	"Methods"	"Behavior Research Methods"	"Yves Bestgen and Nadja Vincze"	"Checking and bootstrapping lexical norms by means of word similarity indexes"	"97"	"No"	"97"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Hoffmann2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Adrian Hoffmann, Berenike Waubert de Puiseau, Alexander F. Schidt, Jochen Musch"	"On the comprehensibility and perceived privacy protection of indirect questioning techniques "	"401"	"No"	"401"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Forsythe2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Alex Forsythe, Nichola Street, Mai Helmy"	"Revisiting Rossion and Pourtois with new ratings for automated complexity, familiarity, beauty, and encounter "	"330"	"Yes"	"324"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Constantinescu2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Alexandra C. Constantinescu, Maria Wolters, Adam Moore, Sarah E. MacPherson"	"A cluster-based approach to selecting representative stimuli from the International Affective Picture System (IAPS) database "	"1182"	"Yes"	"849"	"333"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Meuwissen2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Alyssa S. Meuwissen, Jacob E. Anderson, Philip David Zelazo"	"The creation and validation of the Developmental Emotional Faces Stimulus Set "	"228"	"No"	"228"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Dawel2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Amy Dawel, Luke Wright, Jessica Irons, Rachael Dumbleton, Romina Palermo, Richard O'Kearney, Elinor McKone"	"Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the and the development
of perceived-as-genuine and perceived-as-fake sets development"	"37"	"No"	"37"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Dawel2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Amy Dawel, Luke Wright, Jessica Irons, Rachael Dumbleton, Romina Palermo, Richard O'Kearney, Elinor McKone"	"Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the and the development
of perceived-as-genuine and perceived-as-fake sets development"	"31"	"No"	"31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Dawel2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Amy Dawel, Luke Wright, Jessica Irons, Rachael Dumbleton, Romina Palermo, Richard O'Kearney, Elinor McKone"	"Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the and the development
of perceived-as-genuine and perceived-as-fake sets development"	"94"	"No"	"94"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Dawel2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Amy Dawel, Luke Wright, Jessica Irons, Rachael Dumbleton, Romina Palermo, Richard O'Kearney, Elinor McKone"	"Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the and the development
of perceived-as-genuine and perceived-as-fake sets development"	"25"	"No"	"25"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Diedenhofen2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Birk Diedenhofen, Jochen Musch"	"PageFocus: Using paradata to detect and prevent cheating on online achievement tests "	"127"	"No"	"127"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Diedenhofen2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Birk Diedenhofen, Jochen Musch"	"PageFocus: Using paradata to detect and prevent cheating on online achievement tests "	"510"	"No"	"510"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Brankaer2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Carmen Brankaer, Pol Ghesquiere, Bert De Smedt"	"Symbolic magnitude processing in elementary school children: A group administered paper-and-pencil measure (SYMP Test) "	"1588"	"No"	"1588"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Tse2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Chi-Shing Tse, Melvin J. Yap, Yuen-Lai Chan, Wei Ping Sze, Cyrus Shaoul, Dan Lin"	"The Chinese Lexicon Project: A megastudy of lexical decision performance for 25,000+ traditional Chinese two-character compound words "	"594"	"Yes"	"594"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@DeChiusole2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Debora de Chiusole, Luca Stefanutti, Andrea Spoto"	"A class of k-modes algorithms for extracting knowldege structures from data"	"4412"	"No"	"4412"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Grant2017a"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Devon A. Grant, Kimberly A. Honn, Matthew E. Layton, Samantha M. Riedy,  Hans P. A. Van Dongen"	"3-minute smartphone-based and tablet-based psychomotor vigilance tests for the assessment of reduced alertness due to sleep deprivation "	"16"	"No"	"16"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Sense2013"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Florian Sense, Candice C. Morey, Melissa Prince, Andrew Heathcote, Richard D. Morey"	"Opportunity for verbalization does not improve visual change detection performance: A state-trace analysis "	"15"	"No"	"15"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"@Keil2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Jan Keil, Andrea Michel, Fabio Sticca, Kristina Leipold, Annette M. Klein, Susan Sierau, Kai von Klitzing, Lars O. White"	"The Pizzagame: A virtual public goods game to assess cooperative behavior in children and adolescents "	"216"	"No"	"216"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Brascamp2017a"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Jan W. Brascamp, Marnix Naber"	"Eye tracking under dichoptic viewing condtions: a practical solution"	"39"	"No"	"39"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Michaowski2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Jaroslaw M. Michalowski, Dawid Drozdziel, Jacek Matuszewski, Wojtek Koziejowski, Katarzyna Jednorog, Artur Marchewka"	"The Set of Fear Inducing Pictures (SFIP): Development and validation in fearful and nonfearful individuals "	"1671"	"No"	"1671"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Michaowski2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Jaroslaw M. Michalowski, Dawid Drozdziel, Jacek Matuszewski, Wojtek Koziejowski, Katarzyna Jednorog, Artur Marchewka"	"The Set of Fear Inducing Pictures (SFIP): Development and validation in fearful and nonfearful individuals "	"66"	"No"	"66"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Brunet2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Jean-Francois Brunet, Dominique Dagenais, Marc Therrien, Daniel Gartenberg, Genevieve Forest"	"Validation of sleep-2-Peak: A smartphone application that can detect fatigue-related changes in reaction times during sleep deprivation "	"22"	"No"	"22"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Wolsiefer2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Katie Wolsiefer, Jacob Westfall, Charles M. Judd"	"Modeling stimulus variation in three common implicit attitude tasks "	"24015"	"Yes"	"11878"	"12137"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Takano2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Keisuke Takano, Mayumi Ueno, Jun Moriya, Masaki Mori, Yuki Nishiguchi, Fillip Raes"	"Unraveling the linguistic nature of specific autobiographical memories using a computerized classification algorithm "	"12400"	"No"	"12400"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Takano2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Keisuke Takano, Mayumi Ueno, Jun Moriya, Masaki Mori, Yuki Nishiguchi, Fillip Raes"	"Unraveling the linguistic nature of specific autobiographical memories using a computerized classification algorithm "	"8476"	"No"	"8476"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Takano2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Keisuke Takano, Mayumi Ueno, Jun Moriya, Masaki Mori, Yuki Nishiguchi, Fillip Raes"	"Unraveling the linguistic nature of specific autobiographical memories using a computerized classification algorithm "	"4840"	"No"	"4840"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Semmelmann2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Kilian Semmelmann, Sarah Weigelt"	"Onine psychophysics: reaction time effects in cognitive experiments"	"147"	"Yes"	"141"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Nystrom2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Marcus Nystrom, Diederick C. Niehorster, Tim Cornelissen,  Henrik Garde"	"Real-time sharing of gaze data between multiple eye trackersevaluation, tools, and advice "	"24"	"No"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Garrido2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Margarida V. Garrido, Diniz Lopes, Marilia Prada, David Rodrigues, Rita Jeronimo, Rui P. Mourao"	"The many faces of a face: Comparing stills and videos of facial expressions in eight dimensions (SAVE database) "	"120"	"Yes"	"120"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Yu2016"	"2016"	"2017"	"Methods"	"Behavior Research Methods"	"Nan-Ying Yu, Arend W. A. Van Gemmert, Shao-Hsia Chang"	"Characterization of graphomotor functions in individuals with Parkinsons disease and essential tremor "	"46"	"No"	"46"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Brust-Renck2016"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Priscilla G. Brust-Renck, Valerie F. Reyna, Evan A. Wilhelms, Christopher R. Wolfe, Colin L. Widmer, Elizabeth M. Cedillos-Whynott, A. Kate Morant"	"Active engagement in a web-based tutorial to prevent obesity grounded in Fuzzy-Trace Theory predicts higher knowledge and gist comprehension "	"220"	"No"	"220"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Lou2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Ya Lou, Yanping Liu, Johanna K. Kaakinen, Xingshan Li"	"Using support vector machines to identify literacy skills: Evidence from eye movements"	"67"	"No"	"67"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Wen2016"	"2016"	"2017"	"Methods"	"Behavior Research Methods"	"Yun Wen, Walter J.B. van Heuven"	"Chinese translation norms for 1,429 English words"	"1429"	"No"	"1429"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Yao2017"	"2017"	"2017"	"Methods"	"Behavior Research Methods"	"Zhao Yao, Jia Wu, Yanyan Zhang, Zhenhong Wang"	"Norms of valence, arousal, concreteness, familiarity, imageability, and context availability for 1,100 Chinese words "	"309320"	"Yes"	"301720"	"7600"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Meade2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Adam W. Meade, et al."	"Identifying Careless Responses in Survey Data"	"386"	"No"	"386"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Muthen2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Bengt Muthen, et al."	"Bayesian Structural Equation Modeling: A More Flexible Representation of Substantive Theory"	"301"	"No"	"301"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Muthen2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Bengt Muthen, et al."	"Bayesian Structural Equation Modeling: A More Flexible Representation of Substantive Theory"	"1280"	"No"	"1280"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Weijters2010"	"2010"	"2012"	"Methods"	"Psychological Methods"	"Bert Weijters, et al."	"The Stability of Individual Response Styles"	"604"	"No"	"604"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Bauer2009"	"2009"	"2012"	"Methods"	"Psychological Methods"	"Daniel J. Bauer, et al."	"Psychometric Approaches for Developing Commensurate Measures
Across Independent Studies: Traditional and New Models"	"938"	"No"	"938"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Hong2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Guanglei Hong"	"Marginal Mean Weighting Through Stratification: A Generalized
Method for Evaluating Multivalued and Multiple Treatments With
Nonexperimental Data"	"3019"	"Yes"	"3006"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Nahum-Shani2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Inbal Nahum-Shani, et al."	"Experimental Design and Primary Data Analysis Methods for Comparing
Adaptive Interventions"	"139"	"No"	"139"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Nahum-Shani2012a"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Inbal Nahum-Shani, et al."	"Q-Learning: A Data Analysis Method for Constructing Adaptive Interventions"	"138"	"No"	"138"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@McArdle2009"	"2009"	"2012"	"Methods"	"Psychological Methods"	"John J. McArdle, et al."	"Modeling Life-Span Growth Curves of Cognition Using Longitudinal
Data With Multiple Samples and Changing Scales of Measurement"	"419"	"No"	"419"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Gonzalez2008"	"2008"	"2012"	"Methods"	"Psychological Methods"	"Jorge Gonzalez, et al."	"A Double-Structure Structural Equation Model for Three-Mode Data"	"679"	"No"	"679"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"
"@Yuan2010"	"2010"	"2012"	"Methods"	"Psychological Methods"	"Ke-Hai Yuan, et al."	"Fitting Data to Model:
Structural Equation Modeling Diagnosis Using Two Scatter Plots"	"335"	"Yes"	"322"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Yuan2010"	"2010"	"2012"	"Methods"	"Psychological Methods"	"Ke-Hai Yuan, et al."	"Fitting Data to Model:
Structural Equation Modeling Diagnosis Using Two Scatter Plots"	"88"	"Yes"	"88"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Widaman2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Keith F. Widaman, et al."	"Distinguishing Ordinal and Disordinal Interactions"	"438"	"No"	"438"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Preacher2011"	"2011"	"2012"	"Methods"	"Psychological Methods"	"Kristopher J. Preacher, et al."	"Effect Size Measures for Mediation Models:
Quantitative Strategies for Communicating Indirect Effects"	"432"	"No"	"432"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Voelkle2012"	"2012"	"2012"	"Methods"	"Psychological Methods"	"Manuel C. Voelkle"	"An SEM Approach to Continuous Time Modeling of Panel Data:
Relating Authoritarianism and Anomia"	"2722"	"No"	"2722"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Linting2007"	"2007"	"2012"	"Methods"	"Psychological Methods"	"Marielle Linting, et al."	"Nonlinear Principal Components Analysis: Introduction
and Application"	"574"	"No"	"574"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Bartels2007"	"2007"	"2012"	"Methods"	"Psychological Methods"	"Meike Bartels, et al."	"Twins and the Study of Rater (Dis)agreement"	"4787"	"No"	"4787"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Ludtke2011"	"2011"	"2012"	"Methods"	"Psychological Methods"	"Oliver Ludtke, et al."	"A 2   2 Taxonomy of Multilevel Latent Contextual Models:
Accuracy?Bias Trade-Offs in Full and Partial Error Correction Models"	"2133"	"No"	"2133"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Ludtke2008"	"2008"	"2012"	"Methods"	"Psychological Methods"	"Oliver Ludtke, et al."	"The Multilevel Latent Covariate Model: A New, More Reliable
Approach to Group-Level Effects in Contextual Studies"	"2133"	"No"	"2133"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Ludtke2008"	"2008"	"2012"	"Methods"	"Psychological Methods"	"Oliver Ludtke, et al."	"The Multilevel Latent Covariate Model: A New, More Reliable
Approach to Group-Level Effects in Contextual Studies"	"4460"	"No"	"4460"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Deboeck2009"	"2009"	"2012"	"Methods"	"Psychological Methods"	"Pascal R. Deboeck, et al."	"Using Derivative Estimates to Describe Intraindividual
Variability at Multiple Time Scales"	"66"	"No"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Steiner2010"	"2010"	"2012"	"Methods"	"Psychological Methods"	"Peter M. Steiner, et al."	"The Importance of Covariate Selection in Controlling for Selection
Bias in Observational Studies"	"445"	"No"	"445"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"
"@KleinEntink2009"	"2009"	"2012"	"Methods"	"Psychological Methods"	"Rinke H. Klein Entink, et al."	"Evaluating Cognitive Theory:
A Joint Modeling Approach Using Responses and Response Times"	"6422"	"No"	"6422"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Tonidandel2009"	"2009"	"2012"	"Methods"	"Psychological Methods"	"Scott Tonidandel, et al."	"Determining the Statistical Significance of Relative Weights"	"2383"	"No"	"2383"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Jahng2008"	"2008"	"2012"	"Methods"	"Psychological Methods"	"Seungmin Jahng, et al."	"Analysis of Affective Instability in Ecological Momentary Assessment:
Indices Using Successive Difference and Group Comparison via
Multilevel Modeling"	"84"	"No"	"84"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Ozechowski2007"	"2007"	"2012"	"Methods"	"Psychological Methods"	"Timothy J. Ozechowski, et al."	"Mixed-Effects Logistic Regression for Estimating Transitional
Probabilities in Sequentially Coded Observational Data"	"263"	"No"	"263"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Harder2010"	"2010"	"2012"	"Methods"	"Psychological Methods"	"Valerie S. Harder, et al."	"Propensity Score Techniques and the Assessment of Measured Covariate
Balance to Test Causal Associations in Psychological Research"	"1277"	"No"	"1277"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"
"@Shadish2011"	"2011"	"2012"	"Methods"	"Psychological Methods"	"William R. Shadish, et al."	"A Randomized Experiment Comparing Random and
Cutoff-Based Assignment"	"588"	"No"	"569"	"19"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Montoya2017"	"2017"	"2017"	"Methods"	"Psychological Methods"	"Amanda K. Montoya, Andrew F. Hayes"	"Two-Condition Within-Participant Statistical Mediation Analysis: A Path-Analytic Framework "	"22"	"No"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Rodriguez2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Anthony Rodriquez, Steven P. Reise, Mark G. Haviland"	"Evaluating Bifactor Models: Calculating and Interpreting Statistical Indices "	"287"	"No"	"287"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Chapman2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Benjamin P. Chapman, Alexander Weiss, Paul R. Duberstein"	"Statistical Learning Theory for High Dimensional Prediction: Application to Criterion-Keyed Scale Development "	"2472"	"No"	"2472"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Geiser2015"	"2015"	"2017"	"Methods"	"Psychological Methods"	"Christian Geiser, Kaylee Litson, and Jacob Bishop
Utah State University
Brian T. Keller
Arizona State University
G. Leonard Burns
Washington State University
Mateu Servera
University of the Balearic Islands
Saul Shiffman
University of Pittsburgh"	"Analyzing Person, Situation and Person  Situation Interaction Effects:
Latent State-Trait Models for the Combination of
Random and Fixed Situations"	"811"	"No"	"811"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Stanley2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Clayton Stanley, Michael D. Byrne"	"Comparing Vector-Based and Bayesian Memory Models Using Large-Scale Datasets: User-Generated Hashtag and Tag Prediction on Twitter and Stack Overflow"	"100"	"No"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"@Bauer2016"	"2017"	"2017"	"Methods"	"Psychological Methods"	"Daniel J. Bauer"	"A More General Model for Testing Measurement Invariance and Differential Item Functioning "	"4243"	"No"	"4243"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Oberski2015"	"2015"	"2017"	"Methods"	"Psychological Methods"	"Daniel L. Oberski, Jacques A. P. Hagenaars, Willem E. Saris"	"The Latent Class Multitrait-Multimethod Model "	"3848"	"No"	"3848"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Chiusole2015"	"2015"	"2017"	"Methods"	"Psychological Methods"	"Debora de Chiusole, Luca Stefanutti, Pasquale Anselmi, Egidio Robusto"	"Modeling Missing Data in Knowledge Space Theory"	"176"	"No"	"176"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Beaton2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Derek Beaton, Joseph Dunlop, Herve Abdi"	"Partial Least Squares Correspondence Analysis: A Framework to Simultaneously Analyze Behavioral and Genetic Data "	"531339"	"No"	"531339"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Beaton2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Derek Beaton, Joseph Dunlop, Herve Abdi"	"Partial Least Squares Correspondence Analysis: A Framework to Simultaneously Analyze Behavioral and Genetic Data "	"531339"	"No"	"531339"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Beaton2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Derek Beaton, Joseph Dunlop, Herve Abdi"	"Partial Least Squares Correspondence Analysis: A Framework to Simultaneously Analyze Behavioral and Genetic Data "	"531339"	"No"	"531339"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Beaton2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Derek Beaton, Joseph Dunlop, Herve Abdi"	"Partial Least Squares Correspondence Analysis: A Framework to Simultaneously Analyze Behavioral and Genetic Data "	"531339"	"No"	"531339"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Beaton2016"	"2016"	"2017"	"Methods"	"Psychological Methods"	"Derek Beaton, Joseph Dunlop, Herve Abdi"	"Partial Least Squares Correspondence Analysis: A Framework to Simultaneously Analyze Behavioral and Genetic Data "	"531339"	"No"	"531339"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
