"female" "mathkind" "mathgain" "ses" "mathprep" "classid" "schoolid" "childid"
0 440 74 -0.0299999993294477 2.75 138 101 1133
0 370 69 -0.629999995231628 2.75 138 101 1134
1 434 69 0.270000010728836 2.75 138 101 1135
1 429 88 -0.360000014305115 2.75 138 101 1136
0 483 38 0.939999997615814 2.5 215 101 1137
1 486 20 -0.170000001788139 2.5 215 101 1138
0 411 87 -0.419999986886978 3.75 273 101 1139
0 504 43 0.740000009536743 3.75 273 101 1140
0 484 74 0 3.75 273 101 1141
1 372 118 0.180000007152557 3.75 273 101 1142
0 458 105 -0.200000002980232 3.75 273 101 1143
1 490 3 1.32000005245209 2 44 102 1144
0 496 25 -1.19000005722046 2 44 102 1145
0 376 11 0.620000004768372 2 44 102 1146
1 490 54 -1.04999995231628 2 44 102 1147
1 462 75 -0.620000004768372 2 44 102 1148
0 412 55 0.699999988079071 2 44 102 1149
1 406 129 -0.490000009536743 1.83000004291534 241 102 1150
0 488 87 -0.340000003576279 1.83000004291534 241 102 1151
1 437 37 -0.170000001788139 1.83000004291534 241 102 1152
1 465 54 -0.720000028610229 1.83000004291534 241 102 1153
0 462 58 -0.180000007152557 1.83000004291534 241 102 1154
0 455 71 0.28999999165535 4.5 37 103 1155
0 431 107 -0.0299999993294477 4 193 103 1156
0 458 55 1.80999994277954 4 193 103 1157
0 290 191 -0.519999980926514 2.25 247 103 1158
0 474 87 0.219999998807907 2.25 247 103 1159
1 453 95 0.180000007152557 2.25 247 103 1160
0 436 116 0.839999973773956 2.25 247 103 1161
1 421 77 0.949999988079071 2.25 247 103 1162
0 502 85 1.82000005245209 2 60 104 1163
0 423 51 -0.280000001192093 2 60 104 1164
1 451 61 -1.02999997138977 2 60 104 1165
0 403 138 0.980000019073486 3.75 129 104 1166
1 477 95 -0.0299999993294477 3.75 129 104 1167
1 410 96 -0.490000009536743 3.75 129 104 1168
1 405 95 0.490000009536743 3 33 105 1169
0 449 32 1.73000001907349 3 33 105 1170
0 446 17 -0.259999990463257 3 33 105 1171
0 432 105 0.230000004172325 3 33 105 1172
1 461 73 2.32999992370605 2.25 200 105 1173
1 523 51 -0.689999997615814 2.25 200 105 1174
0 448 71 -0.129999995231628 2.25 200 105 1175
0 506 70 -0.0299999993294477 2.25 200 105 1176
1 452 67 0.0299999993294477 2.25 200 105 1177
1 478 33 0.330000013113022 2.25 200 105 1178
0 547 -4 -0.209999993443489 2.5 62 106 1179
0 506 23 -0.600000023841858 2.5 62 106 1180
1 421 38 -1.51999998092651 2.67000007629395 96 107 1181
1 448 57 0.400000005960464 2.67000007629395 96 107 1182
1 521 30 2.03999996185303 2.67000007629395 96 107 1183
1 443 85 0.980000019073486 2.67000007629395 96 107 1184
1 422 56 -0.239999994635582 2.67000007629395 96 107 1185
1 502 47 0.159999996423721 2.67000007629395 96 107 1186
1 474 19 -1.01999998092651 2.67000007629395 96 107 1187
0 485 37 1.29999995231628 2.67000007629395 96 107 1188
0 473 44 -0.0299999993294477 2 239 107 1189
1 453 69 -0.370000004768372 2 239 107 1190
